preprocessed_송출내용,label
금일 호우 낙엽 인하다 빗물 받다 막히다 배수 불량 도로 노면 수가 유입 되다 침수 안전 유의 하다 시기 바라다,1
호우 낙엽 인하다 배수 불량 도로 노면 수가 유입 되다 우려 침수 피해 안전 유의 하다 시기 바라다,1
인천 수도권매립지 부취제 유출 인하다 강서구 악취 발생 수도권매립지 공사 따르다 현재 방재 작업 완료 하다 참고 하다 바라다,1
금일 시경 인천 수도권매립지 부취제 유출 은평구 일부 지역 악취 발생 수도권매립지 공사 따르다 현재 방재 작업 완료 하다 참고 하다 바라다,1
신림선 보라매 공원 역 상선 안내 레일 이격궤 긴급 복구 작업 신림선 구간 운행중지 중 이다 대중교통 이용 해주다 바라다,1
백신 차 접종 완료 세 코로나 절기 추가 접종 백신 실시 접종 예약 보건소 콜센터,2
금일 광화문 광장 카타르 월드컵 거리 응원 인하다 교통혼잡 예상 되다 교통 정보 확인 우회 바라다,1
금일 월드컵 경기 시 다중 이용 시설 많다 인원 밀집 되다 장소 광화문 길거리 응원 안전 사고 예방 위해 주의 해주다 바라다,1
금일 월드컵경기 시 다중 이용 시설 많다 인원 밀집 되다 장소 광화문 길거리 응원 안전 사고 예방 위해 주의 해주다 바라다,1
금일 월드컵 거리 응원 시 많다 인파 밀집 되다 장소 방문 자제 해주다 안전 사고 예방 주의 해주다 바라다,1
금일 월드컵 거리 응원 시 많다 인파 밀집 되다 장소 방문 자제 하다 주시 안전 사고 예방 주의 하다 시기 바라다,1
금일 월드컵 거리 응원 시 많다 인파 밀집 되다 장소 방문 자제 하다 주시 안전 사고 예방 위해 주의 하다 시기 바라다,1
월드컵 거리 응원전 광화문 광장 일대 인파 밀집 교통혼잡 예상 되다 지역 우회 하다 주시 안전 유의 하다 바라다,1
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
백신 차 접종 완료 세 코로나 절기 추가 접종 백신 실시 접종 예약 보건소 콜센터,2
오늘 경 가산동 한국 건설 생활환경 시험 연구원 층 실험실 화재 발생 지역 우회 하다 주시 인근 주민 안전 사고 발생 유의 바라다,1
오늘 경 가산동 번지 한국 건설 생활환경 시험 연구원 화재 발생 인근 도로 통제 오니 인근 지역 운행 차량 우회 하다 바라다,4
금일 광화문 광장 카타르 월드컵 거리 응원 호우 예상 인하다 교통혼잡 예상 되다 교통 정보 확인 안전 주의 하다 바라다,1
금일 야간 내일 새벽 시간대 많다 강우 예상 되다 시민 배수 불량 인하다 피해 없다 주의 해주다 바라다,1
금 일일 밤 사이 강우 예상 되다 지대 취약 지역 거주 하다 구민 주변 배수로 점검 하다 안전 유의 하다 바라다,1
현재 행 응봉동 일대 정전 발생 방서 한전 긴급 복구 중 최대한 신속하다 복구 하다 불편 드리다 송구 하다,4
오후 시경 발생 행 응봉동 일대 정전 한전 작업 완료 복구 되어다 알다 드리다 불편 드리다 송구 하다,4
오늘 시 이후 광진구 내 한파 경보 발효 예정 랭 질환 예방 위해 야외 활동 자제 수도관 보온 조치 화재 예방 안전 주의 하다 바라다,1
금일 한파 경보 발효 체감온도 영하 떨어지다 외출 자제 하다 수도관 동파 방지 화재 예방 시설 관리 유의 해주다 바라다,1
오늘 시 한파 경보 발효 노약 보온 유지 동상 낙상 방지 위해 야외 활동 자제 수도관 보온 조치 열기 화재 방지 주의 바라다,4
오늘 저녁 시 체감 기온 영하 떨어지다 예정 이다 동파 노약 외출 자제 도로 결빙 낙상 주의 바라다 주변 어렵다 이웃 대한 관심 바라다,4
내일 아침 최저 기온 영하 도 체감온도 영하 도 떨어지다 예상 되다 야외 활동 자제 하다 수도 계량기 보온 예방 조치 하다 바라다,1
서울 전역 한파 경보 발령 야외 활동 자제 하다 시기 바라다 수도 계량기 옷 감싸다 동파 방지 해주다 바라다,1
금일 시 성동구 전역 한파 경보 발효 노약 체온 유지 야외 활동 자제 수도관 보온 조치 도로 결빙 안전 유의 하다 바라다,1
오늘 시 한파 경보 발효 노약 체온 유지 야외 활동 자제 수도관 보온 조치 도로 결빙 화재 안전 유의 하다 바라다,1
오늘 체감온도 영하 도로 등굣길 출근길 외출 시 목도리 모자 장갑 착용 보온 유의 하다 야외 활동 자제 하다 시기 바라다,4
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
금일 지하철 파업 인하다 열차 지연 구로 신도림역 인파 몰리 매우 혼잡하다 교통 정보 확인 안전 주의 해주다 바라다,1
내일 오전 시 눈 예보 기온 저하 시 도로 결빙 인하다 미끄럼 사고 유의 하다 시기 바라다,1
토 아침 강설 예정 되어다 대중교통 이용 하다 시기 바라다,6
세 절기 코로나 백신 추가 접종 마지막 접종 기준 개월 이후 접종 가능 사전예약 의료 기관 접종 가능 보유 확인 필요,2
청원 초 인근 수송 관 누수 긴급 보수 상계 대림 임광 신차 보람 신동아 공 급탕 난방 일시 중단,4
경 상계동 청원 초교 인근 수송 관 누수 임시 복구 통수 완료 추후 도로 포장 정상 복구 시 불편 예상 되다 양해 바라다,1
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
오늘 서울시 영등포구 도림로 문래동 인근 화재 인하다 교통혼잡 예상 되다 인근 주민 참고 바라다,1
오늘 시 이후 광진구 전역 한파 주의보 발효 예정 랭 질환 예방 위해 야외 활동 자제 수도관 보온 열기 화재 예방 안전 주의 하다 바라다,1
금일 강설 예상 되다 대중교통 이용 하다 주시 운전 시 감속 운행 미끄럼 사고 주의 바라다,4
금일 한파 주의보 발령 눈 예보 주민 야외 활동 자제 대중교통 이용 수도 동파 대비 열기 화재 예방 안전 유의 바라다,1
오늘 밤 시 한파 특보 발효 되어다 야외 활동 자제 도로 결빙 따르다 낙상 주의 대중교통 이용 수도 동파 화재 예방 안전 유의 바라다,1
현재 강설 도로 결빙 우려 금일 시 한파 주의보 발효 예정 보온 유지 야외 활동 자제 화재 안전 수도 동파 예방 안전 유의 바라다,1
금일 한파 특보 발효 계속 눈 예보 야외 활동 자제 해주다 수도 동파 화재 예방 안전 사고 대비 만전 기 해주다 바라다,1
금일 강설 한파 주의보 발효 인하다 도로 결빙 낙상 예상 되다 야외 활동 자제 대중교통 이용 바라다 수도 동파 열기 화재 예방 유의 바라다,1
오늘 시 강남구 전역 한파 주의보 발효 예정 도로 결빙 따르다 미끄럼 사고 주의 수도 동파 방지 열기 화재 예방 안전 유의 하다 바라다,1
금일 시 한파 주의보 발효 최저 기온 도 체감온도 화재 안전 수도 동파 예방 보온 유지 건강 관리 유의 하다 바라다,1
금일 강설 한파 주의보 발효 인하다 도로 결빙 낙상 예상 되다 야외 활동 자제 대중교통 이용 바라다 수도 동파 열기 화재 예방 유의 바라다,1
금일 내리다 눈 기온 강하 도로 결빙 우려 되다 출근 시 대중교통 이용 하다 주시 운전 시 감속 운행 미끄럼 사고 주의 하다 바라다,4
금일 한파 주의보 발효 시 예정 이다 도로 결빙 따르다 미끄럼 사고 주의 수도 동파 방지 열기 화재 예방 안전 유의 하다 바라다,1
눈 내다 도로 얼다 미끄럽다 곳 교통 정체 예상 되다 대중교통 이용 해주다 보행 시 낙상 사고 주의 하다 바라다,1
아침 체감온도 영하 도로 야외 활동 자제 하다 외출 시 방한 용품 착용 난방 기기 사용 증가 따르다 화재 안전 사고 유의 하다 바라다,1
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
월일 서울 전역 대설 예비 특보 발령 눈 예보 출퇴근길 교통혼잡 예상 되다 대중교통 이용 안전 사고 유의 하다 시기 바라다,1
월일 서울 전역 대설 예비 특보 발령 눈 예보 출퇴근길 교통혼잡 예상 되다 대중교통 이용 안전 사고 유의 하다 시기 바라다,1
월일 서울 전역 대설 예비 특보 발령 눈 예보 출퇴근길 교통혼잡 예상 되다 대중교통 이용 안전 사고 유의 하다 시기 바라다,1
오늘 목 서울 전역 많다 눈 내리다 예상 되다 출근 시 대중교통 이용 해주다 운 전시 감속 운전 미끄럼 사고 주의 하다 바라다,1
오늘 최대 눈 예보 교통혼잡 예상 되다 차량 이용 자제 대중교통 이용 하다 바라다 미끄러지다 안전 사고 예방 유의 하다 바라다,1
오늘 전역 많다 눈 내리다 전망 되다 출퇴근 시 대중교통 이용 하다 바라다 안전 사고 유의 하다 바라다,1
오늘 목 서울 전역 많다 눈 내리다 예상 되다 내 집앞 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 유의 바라다,1
오늘 눈 예보 대중교통 이용 하다 시기 바라다 보행자 보행 시 낙상 사고 주의 하다 시기 바라다,1
금일 대설주의보 발효 한파 인하다 도로 결빙 예상 되다 집 앞 눈 쓸다 대중교통 이용 바라다 낙상 사고 열기 화재 안전 사고 유의 바라다,1
오늘 목 서울 전역 많다 눈 보되 내 집앞 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 유의 바라다,1
오늘 목 서울 전역 많다 눈 내리다 예상 되다 내 집 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 유의 바라다,1
금일 목 대설주의보 발효 인하다 폭설 예상 되다 집앞 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 유의 바라다,1
오늘 목 시 노원구 강설 예보 집 점포 앞 눈치 우기 대중교통 이용 안전 사고 유의 하다 바라다,1
목 지역 대설주의보 발효 대중교통 이용 하다 눈길 안전 주의 하다 바라다,1
오늘 도봉구 전 지역 많다 눈 보되 집 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 사고 유의 하다 바라다,1
오늘 정오 경 강남구 지역 많다 눈 보되 집 점포 앞 눈치 우기 미끄럼 사고 방지 안전 사고 유의 하다 바라다,1
오늘 대설주의보 발효 많다 눈 예상 되다 외출 시 빙판 길 낙상 주의 감속 운전 수도관 동파 방지 열기 화재 예방 안전 사고 유의 바라다,1
현재 구로구 전 지역 많다 눈 내리다 대중교통 이용 해주다 보행 운전 시 미끄럼 사고 유의 해주다 바라다,1
현재 대설주의보 발효 되어다 영등포구 지역 눈 내리다 내 집앞 점포 앞 눈치 우기 미끄럼 사고 방지 안전 유의 하다 바라다,1
금일 목 대설주의보 발효 인하다 도로 결빙 예상 되다 집 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 유의 바라다,1
금일 목 대설주의보 발효 인하다 도로 결빙 예상 되다 내 지다 점포 앞 눈치 우기 미끄럼 사고 방지 안전 유의 하다 바라다,1
내일 새벽 기온 영하 떨어지다 예정 빙판 길 유의 하다 주시 내 집 내 점포 앞 눈치 우기 생활 시기 바라다,1
오늘 강설 기온 하강 따르다 도로 결빙 우려 되다 대중교통 이용 하다 시기 바라다 보행자 보행 시 낙상 사고 주의 하다 시기 바라다,1
현재 이면 도로 정도 내리다 눈 얼다 통행 불편 미끄럼 사고 발생 대중교통 이용 집 점포 앞 눈치 우기 적극 동참 바라다,1
오늘 시 이후 광진구 전역 한파 특보 발효 예정 랭 질환 예방 위해 야외 활동 자제 수도관 보온 조치 열기 화재 예방 안전 주의 하다 바라다,1
세 절기 코로나 백신 추가 접종 마지막 접종 기준 개월 이후 접종 가능 사전예약 의료 기관 접종 가능 보유 확인 필요,2
금일 시 한파 주의보 발효 한랭질 예방 위해 노약 야외 활동 자제 해주다 수도 동파 방지 열기 화재 예방 안전 유의 하다 바라다,1
오늘 시부 한파 주의보 발효 외출 시 방한 용품 착용 외출 자제 계량기 동파 방사 빙판 길 미끄럼 사고 유의 바라다,4
오늘밤 시 한파 주의보 발효 외출 자제 외출 시 방한 용품 착용 계량기 동파 난방 사고 빙판 길 미끄럼 사고 유의 바라다,1
금일 밤 강 추위 예상 되다 외출 자제 방한 용품 착용 수도 계량기 동파 난방 인하다 화재 빙판 길 미끄럼 안전 사고 유의 하다 바라다,1
금일 밤 도 강 추위 예상 되다 수도관 동파 열기 화재 빙판 길 미끄럼 안전 사고 유의 하다 바라다,1
매다 한파 지속 되다 노 약자 외출 자제 해주다 옷 활용 수도 기 동파 예방 난방 용품 의하다 화재 예방 유의 바라다,1
강 추위 계속 되다 외출 자제 하다 독거 어르신 안부 확인 옷 활용 계량기 동파 방지 난방 용품 화재 예방 주의 바라다,4
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
내일 새벽 오전 사이 많다 눈 내리다 예상 되다 출퇴근길 대중교통 이용 하다 바라다 보행 시 낙상 사고 안전 주의 하다 바라다,1
일일 수 새벽 최대 눈 예보 출근길 대중교통 이용 하다 주시 보행 시 미끄럼 사고 유의 하다 바라다,1
새벽 전사 지역 대설 예비 특보 눈 예보 출퇴근 교통혼잡 보행 및운 전시 안전 사고 유의 하다 대중교통 이용 해주다 바라다,1
일수 새벽 최대 눈 예보 집 점포 앞 눈치 우기 대중교통 이용 하다 미끄럼 사고 방지 안전 유의 바라다,1
월일 서울 전역 대설 예비 특보 발령 눈 예보 출퇴근길 교통혼잡 예상 되다 대중교통 이용 안전 사고 유의 해주다 바라다,1
내일 새벽 눈 예보 대중교통 이용 하다 시기 바라다 보행 시 낙상 사고 주의 하다 시기 바라다,1
일일 수 새벽 최대 눈 예보 출근길 대중교통 이용 바라다 내 집 앞 눈치 우기 적극 동참 하다 안전 사고 예방 도움 부탁드리다,1
일일 새벽 최대 눈 예보 출근길 대중교통 이용 하다 내 지다 점포 앞 눈치 우기 적극 동참 하다 시기 바라다,6
내일 새벽 최대 눈 예보 도로 결빙 교통혼잡 우려 되다 출근길 대중교통 이용 운전 시 감속 운행 안전 유의 바라다,1
관내 익 일일 새벽 최대 눈 예보 집 점포 앞 스스로 눈치 우기 대중교통 이용 결빙 안전 사고 유의 하다 바라다,1
일일 수 새벽 최대 눈 예보 출근길 대중교통 이용 부탁드리다 낙상 안전 사고 주의 바라다,1
일일 수 새벽 눈 예보 교통혼잡 우려 되다 출근길 대중교통 이용 미끄럼 사고 안전 유의 하다 바라다,1
내일 새벽 최대 많다 눈 예보 도로 결빙 교통혼잡 우려 되다 출근길 대중교통 이용 미끄럼 사고 안전 유의 하다 바라다,1
서울 전역 대설주의보 발령 되어다 많다 눈 내리다 집 점포 앞 눈치 우기 적극 동참 해주다 대중교통 이용 하다 시기 바라다,1
서울 전역 대설주의보 출근길 교통혼잡 안전 사고 우려 되다 대중교통 이용 해주다 아우르다 집 점포 앞 눈치 우기 적극 참여 부탁드리다,1
서울 전역 대설주의보 발령 되어다 많다 눈 내리다 내 집 내 점포 앞 눈 치우다 적극 동참 해주다 대중교통 이용 하다 시기 바라다,1
서울 전역 부 대설주의보 발령 따르다 출근길 교통혼잡 예상 되다 대중교통 이용 해주다 눈 인하다 미끄럼 사고 유의 하다 바라다,1
서울 전역 대설주의보 발효 되어다 많다 눈 내리다 집 내 점포 앞 눈치 우기 적극 동참 해주다 대중교통 이용 하다 시기 바라다,1
오늘 오후 많다 눈 내리다 예상 되다 쌓이다 눈 얼다 응달 진 이면 도로 보도 빙판 길 보행 교통 안전 주의 하다 바라다,1
오늘 새벽 내리다 눈 도로 매우 미끄럽다 낙상 사고 각별 주의 대중교통 이용 바라다 집 점포 앞 눈치 우기 적극 동참 바라다,1
많다 눈 계속 내리다 출근 시간대 교통혼잡 예상 되다 대중교통 이용 하다 시기 바라다 집앞 눈치 우기 적극 참여 바라다,1
도봉구 전역 대설주의보 발령 되어다 많다 눈 내리다 집 점포 앞 눈치 우기 적극 동참 대중교통 이용 안전 사고 유의 해주다 바라다,1
서울 전역 대설주의보 발효 출근길 교통혼잡 예상 되다 대중교통 이용 해주다 보행 운전 시 미끄럼 낙상 사고 유의 해주다 바라다,1
서울 전역 강설 따르다 출근길 교통혼잡 예상 되다 대중교통 이용 미끄럼 사고 유의 집 점포 앞 눈치 우기 적극 동참 바라다,1
주민 안전 위해 집 점포 앞 눈치 우기 적극 동참 해주다 주택 골목길 결빙 보행 불편 시 해당 주민 센터 문의 하다 시기 바라다,2
오늘 시 이후 서울 전역 한파 특보 발효 예정 야외 활동 자제 빙판 길 사고 유의 수도관 보온 조치 열기 화재 예방 안전 주의 하다 바라다,1
금 일시 강남구 한파 주의보 발효 저녁 급격하다 기온 하락 한파 피해 예상 어르신 안부 확인 수도관 동파 미끄럼 사고 안전 유의 바라다,1
수 저녁 시경 도봉구 전역 한파 특보 발효 예정 빙판 길 사고 수도 계량기 동파 열기 화재 예방 안전 주의 하다 바라다,1
금일 시부 한파 주의보 발효 예정 야외 활동 자제 수도관 보온 조치 열기 화재 예방 미끄럼 사고 유의 차량 감속 운행 한파 대비 하다 바라다,1
오늘 시경 한파 특보 발효 되어다 영하 기온 도로 결빙 우려 되다 출퇴근 시 대중교통 이용 바라다 수도 계량기 동파 사전 대비 바라다,6
오늘 시 한파 주의보 발효 외출 자제 외출 시 방한 용품 착용 수도관 계량기 동파 방지 화재 예방 빙판 길 미끄럼 사고 유의 바라다,4
내일 새벽 강 추위 예상 되다 수도 계량기 보일러 동파 방지 위 보온 조치 빙판 길 미끄럼 난 방기 화재 안전 사고 유의 하다 바라다,1
오늘 밤 시 한파 특보 발효 예정 도로 결빙 따르다 낙상 사고 주의 노 약자 외출 자제 수도 계량기 동파 기기 화재 대비 하다 바라다,4
오늘 밤 기온 영하 떨어지다 예상 되다 내리다 눈 인하다 빙판 길 미끄럼 사고 유의 하다 시기 바라다,1
오늘 시 한파 주의보 발효 야외 활동 자제 외출 시 보온 유의 도로 결빙 주의 수도 계량기 동파 방지 주의 하다 시기 바라다,4
밤사이 급격하다 기온 하락 한파 피해 예상 되다 외출 자제 수도관 동파 예방 난방 기기 화재 주의 미끄럼 사고 안전 유의 하다 바라다,1
밤사이 급격하다 기온 하락 한파 피해 예상 되다 외출 자제 수도관 동파 예방 난방 기기 화재 주의 보온 유지 건강 관리 유의 하다 바라다,1
한파 주의보 발효 중 오늘 최저 영하 도로 강 추위 예상 되다 야외 활동 자제 보온 유지 바라다 계량기 동파 미끄럼 사고 유의 하다 바라다,1
내일 금요일 체감온도 도 시베리아 한파 예상 되다 수도관 계량기 동파 대비 화재 예방 노 약자 건강 관리 유의 하다 바라다,1
강 추위 계속 되다 외출 자제 하다 노약 안부 확인 계량기 동파 방지 빙판 길 도로 살얼음 유의 열기 화재 주의 바라다,4
파경 보가 발효 되어다 내일 아침 최저 온도 영하 도 내려가다 외출 시 방한 용품 따뜻하다 착용 하다 도로 미끄럽다 조심하다 바라다,4
현재 한파 주의보 발효 중 강 추위 예상 되다 야외 활동 시 보온 유지 해주다 바라다 수도 계량기 동파 예방 난방 기기 화재 주의 안전 유의 바라다,1
금일 시부 한파 경보 발효 도로 결빙 우려 되다 출퇴근 시 대중교통 이용 해주다 동파 유의 열기 화재 예방 안전 주의 하다 바라다,1
경 호선 무악재역 선로 화재 발생 일대 교통 혼잡하다 차량 우회 하다 주시 교통 수단 이용 하다 시기 바라다,6
분경 호선 무악재역 선로 화재 발생 현재 호선 약수역 구파발역 간 열차 운행 중단 되어다 교통 수단 이용 하다 시기 바라다,6
금일 분 현재 호선 무악재역 선로 화재 발생 복구 되어다 호선 녹번역 열차 운행 정상 재개 되어다 알다 드리다,4
오늘 분경 호선 무악재역 선로 화재 발생 복구 완료 되어다 현재 열차 운행 정상 운영 되다 음 알다 드리다,4
현재 한파 주의보 지속 주말 강하다 추위 대비 하다 가정 내 보온 유지 난방 기기 화재 발생 유의 미끄럼 사고 안전 사고 주의 하다 바라다,1
한파 특보 발효 중 주말 강하다 추위 예상 되다 노약 외출 자제 수도관 동파 예방 난 방기 화재 미끄럼 주의 안전 유의 하다 바라다,1
서울 동북 주말 강 추위 예상 되다 가정 내 보온 유지 수도 계량기 동파 유의 하다 전열기 사용 시 화재 주의 하다 바라다,1
주말 강 추위 최저 온도 예상 되다 야외 활동 자제 하다 수도 계량기 동파 난방 용품 화재 미끄럼 사고 안전 사고 유의 하다 바라다,1
양천구 목동역 신정역 방면 상수 도관 파열 일부 구간 교통 통제 오니 통과 차량 우회 하다 바라다,0
주말 강 추위 지속 되다 예상 되다 가정 내 보온 유지 수도 계량기 동파 난방 용품 화재 미끄럼 사고 안전 유의 하다 시기 바라다,1
주말 도 내외 강 추위 예상 되다 가정 내 보온 수도 계량기 동파 유의 하다 난방 용품 화재 미끄럼 사고 안전 사고 주의 하다 바라다,1
초 강력 한파 동파 사고 급증 일도 매다 한파 지속 되다 옷 수도관 계량기 동파 예방 외출 시 옷차림 단단하다 하다 보온 유의 바라다,1
주말 강 추위 지속 되다 예상 되다 가정 내 보온 유지 수도 계량기 동파 난방 용품 화재 미끄럼 사고 안전 유의 하다 시기 바라다,1
매다 한파 계속 되다 보온 유의 하다 야외 활동 자제 계량기 동파 방지 난방 용품 화재 주의 하다 바라다,1
주말 강 추위 지속 되다 예상 되다 가정 내 보온 유지 수도 계량기 동파 난방 용품 화재 미끄럼 사고 안전 유의 하다 시기 바라다,1
오늘 일강 추위 지속 되다 가정 내 보온 유지 수도 계량기 동파 난방 용품 화재 미끄럼 사고 안전 유의 바라다,1
한파 주의보 발효 중 주말 내 강 추위 지속 되다 노약 외출 자제 가정 내 보온 유지 수도 동파 화재 예방 안전 유의 하다 바라다,1
한파 주의보 주말 강 추위 지속 되다 가정 내 보온 수도 계량기 동파 유의 하다 난방 용품 화재 미끄럼 사고 안전 사고 주의 하다 바라다,1
연일 한파 지속 되다 외출 시 방한복 착용 도로 결빙 낙상 사고 고드름 낙하 물 사고 유의 하다 바라다,1
주말 추위 지속 되다 가정 내 난방 용품 인하다 화재 수도 계량기 동파 유의 하다 미끄럼 인하다 낙상 사고 유의 하다 바라다,1
수 시시 사이 내외 눈 보되 대중교통 이용 하다 미끄럼 사고 안전 유의 하다 바라다,1
수 시시 사이 내외 눈 보되 대중교통 이용 하다 미끄럼 사고 안전 유의 하다 바라다,1
일일 수 새벽 내외 눈 예보 눈 얼다 도로 매우 미끄럽다 출근길 보행 차량 운행 시 안전 주의 바라다,1
새벽 내리다 눈 영하 기온 인하다 도로 결빙 우려 되다 대중교통 이용 하다 보행 시 미끄럼 사고 안전 유의 하다 바라다,1
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
아차산 해 맞이 행사 다중 밀집 우려 코로나 확산 예방 위해 취소 되어다 많다 인파 운집 예상 되어다 사고 우려 안전 유의 하다 바라다,1
안전하다 새해 맞이 위 하다 많다 인파 밀집 하다 해 맞이 명소 방문 자제 하다 시기 바라다 선유교 통제 안내,4
제야 종 타종행사 관련 금일 익일 보신각 종로 우정국로 남대문로 교통 통제 예정 이다 주변 도로로 우회 바라다,4
제야 종 타종행사 관련 금일 익일 보신각 종로 우정국로 남대문로 교통 통제 예정 이다 주변 도로로 우회 바라다,4
현재 관악산 해 맞이 인파 밀집 되어다 위험하다 상황 므 안전 위 하다 입산 자제 하다 하산시 안전 질서 유지 유의 하다 시기 바라다,1
현재 관악산 해 맞이 인파 밀집 되어다 위험하다 상황 므 안전 위 하다 입산 자제 하다 하산시 안전 질서 유지 유의 하다 시기 바라다,1
도림 보도육교 통행 제한 보도육교 기울어지다 발생 육교 하부 자전거 도로 산책로 전면 통제 하다 이용 하다 주민 우회 바라다,1
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
도림 보도육교 기울어지다 발생 육교 하부 자전거 도로 전면 통제 오니 주민 우회 바라다 안내,1
신도림역 인근 도림 보도육교 하부 보행 자전거 도로 전면 통제 유지 중 이용 하다 주민 신도림 교 우회 하다 통행 하다 바라다,1
선 진료 소 운영 변경 보건소 평일 중단 주말 시 구청 중단,3
선 진료 소 변경 보건소 평일 토 시일 공휴일 밉다 운영 구청 평일 일시 토 공휴일 밉다 운영,3
오늘 경 공릉동 화랑대역 인근 묵동천 변 난방 배관 누수 수증기 발생 복구 공사 안전 우려 묵동천 변 접근 자제 바라다,1
오늘 경 공릉동 화랑대역 인근 묵동천 변 난방 배관 누수 수증기 발생 복구 공사 안전 우려 묵동천 변 접근 자제 바라다,1
금일 공릉동 묵동천 인근 수송 관 누수 임시 복구 난방 온수 공급 재개 추후 보강 공사 정상 복구 시 불편 예상 되다 양해 바라다,1
금 저녁 토 아침 도봉구 전역 눈 예보 눈치 우기 외출 시 빙판 길 사고 안전 유의 바라다,1
금 저녁 관내 눈 예보 집 점포 앞 스스로 눈치 우기 대중교통 이용 안전 사고 유의 하다 바라다,1
금일 시 내일 새벽 내외 눈 예보 돼다 대중교통 이용 하다 주시 집 내 점포 앞 눈치 우기 생활화 하다 시기 바라다,4
금 시 토 시 눈 예보 차량 이용 자제 대중교통 이용 하다 시기 바라다,6
세 절기 코로나 추가 접종 마지막 접종 기준 개월 이후 접종 가능 사전예약 의료 기관 당일 접종 가능,2
신정동 화재 발생 도로 혼잡하다 인근 주민 차량 우회 바라다,1
금일 경 면목동 중화동 방면 동일로 지하차도 상봉동 옆 복구 완료 되어다 차량 통제 해제 오니 정상 운행 하다 바라다,4
오늘 경 역삼동 테헤란로 길 일대 정전 신호등 마비 되어다 복구 교통체증 안전 사고 우려 되다 우회 하다 바라다,1
역삼동 테헤란로 길 일대 정전 신호등 마비 상황 일부 복구 완료 되어다 조속 복구 예정 이다,5
세 절기 코로나 추가 접종 마지막 접종 기준 개월 이후 접종 가능 사전예약 의료 기관 당일 접종 가능,2
토 저녁 밤 도봉구 전역 눈 예보 눈치 우기 외출 시 빙판 길 사고 안전 유의 바라다,1
토 저녁 밤 강북구 전역 눈 보가 눈치 우기 외출 시 빙판 길 사고 안전 유의 바라다,1
토 저녁 밤 성북구 전역 눈 보가 눈치 우기 외출 시 빙판 길 사고 유의 바라다,1
오늘 시 한파 특보 발효 되어다 영하 기온 도로 결빙 우려 되다 대중교통 이용 바라다 계량기 동파 미끄럼 사고 유의 하다 바라다,1
오늘 시 한파 주의보 발효 노약 외출 자제 건강 유의 동파 방지 화재 예방 피해 주의 하다 바라다,4
오늘 시 한파 특보 발효 되어다 영하 기온 도로 결빙 우려 되다 대중교통 이용 바라다 계량기 동파 미끄럼 사고 유의 하다 바라다,1
금일 시 한파 주의보 발효 되다 수도 계량기 보일러 동파 방지 위 보온 조치 방한 용품 착용 빙판 길 미끄럼 안전 사고 유의 하다 바라다,1
금일 시 한파 주의보 발효 되다 외출 시 방한 용품 착용 하다 주시 빙판 길 미끄럼 수도 계량기 동파 예방 한파 피해 없다 주의 하다 바라다,4
금일 시 한파 특보 발효 되어다 영하 기온 도로 결빙 우려 되다 미끄럼 사고 수도 계량기 동파 안전 유의 하다 바라다,1
시 한파 주의보 발효 밤사이 급격하다 기온 강하 예상 노약 야외 활동 자제 해주다 동파 방지 열기 화재 안전 유의 하다 바라다,1
오늘 가산 디지털로 서울 시립 금천 청소년 쉬다 터 앞 도로 지반 침하 발생 개 차선 통제 우회 안전 유의 바라다,1
코로나 재 유행 대비 안전하다 효과 가다 백신 절기 접종 적극 참여 바라다 접종 간격 마지막 접종 기준 개월 후,2
설연휴 선 진료 소 안내 보건소 구청 무시,4
오늘 서울시 강남구 양재대로 개포동 화재 발생 지역 우회 하다 주시 인근 주민 안전 사고 발생 유의 바라다,1
설연휴 강 추위 예상 되다 가정 외출 전 수도 보일러 동파 방지 위 보온 조치 방한 용품 착용 빙판 길 미끄럼 안전 유의 하다 바라다,1
설연휴 선 진료 소 안내 보건 소시 구청 중단 코로나 관련 진료 의료 기관 약국 구청 홈페이지 참고,4
설연휴 강 추위 한파 경보 예상 되다 외출 전 수도 보일러 동파 방지 도로 결빙 따르다 미끄럼 사고 유의 하다 바라다,1
