연,월,일,시,분,수신지역,송출내용,target
2021,1,28,18,30,송파구,"[송파구청]1.28(목) 18시30분 현재 코로나19 확진자 11명 추가발생, 역학조사진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,1,28,18,32,강서구,"[강서구청]한파로 인해 1.29.(금)임시선별검사소(마곡8구역공영주차장,김포공항국내선주차장)는 13시~17시까지 운영합니다.",한파
2021,1,28,18,32,동대문구,"[동대문구청]강풍주의보 예보에따른 청량리역광장 임시선별검사소 운영을 1월29일(금) 13시부터 17시로 단축운영하며, 1월30일(토)부터는 기존대로 정상운영합니다",전염병
2021,1,28,19,0,중랑구,"[중랑구청]989~990번 추가확진자발생. 988~990번 확진자 역학조사완료. 세부내용 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다",전염병
2021,1,28,19,10,강남구,[강남구청] 강풍예보에 따라 29일 임시선별검사소(삼성역6번출구·개포디지털혁신파크·압구정428공영주차장·세곡방죽소공원) 13~17시 운영 gangnam.go.kr,전염병
2021,1,29,9,3,양천구,"[양천구청] 한파 특보로 인해 금일(1.29. 금요일) 임시선별검사소(양천구의회 주차장, 신월문화체육센터 입구)는 11시~15시까지 운영합니다.",한파
2021,1,29,9,59,노원구,"[노원구청] 오늘(1.29.) 오전 확진자 4명 발생(1023~1026번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,29,10,6,송파구,[송파구청] 1.21. 17:00~21:10 별을품은곱창석촌점(백제고분로40길 10) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다,전염병
2021,1,29,10,11,도봉구,[도봉구청] 1.29(금) 확진자 4명 발생(735~738번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,29,10,36,동작구,"[동작구청]995,996번째 확진자(2명)발생(완치자 865명), 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,29,11,1,강북구,"[강북구청]확진자3명(614~616번)발생,동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님 건강 지켜드립시다.",전염병
2021,1,29,11,5,중랑구,[중랑구청] 1.29.(금) 확진자 7명(991~997번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개예정입니다.,전염병
2021,1,29,12,47,광진구,[광진구청] 1.29일 0시 기준 추가확진자 4명 발생 및 동선 알림. 자세한 내용은 홈페이지 han.gl/K79LX 확인바랍니다.,전염병
2021,1,29,13,20,성북구,[성북구청] 1.25.(월)09:00~1.26.(화)21:00 종암동 국빈(중식당) 방문자는 증상유무 상관없이 성북구보건소에서 코로나19 검사 받으시기 바랍니다.,전염병
2021,1,29,14,53,금천구,"[금천구청]397번째 확진자 발생, 5인이상 모임금지, 마스크착용, 손씻기, 거리두기 등 방역수칙 준수, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,1,29,14,56,성북구,"[성북구청] 999~1000번(2명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,29,15,10,성북구,"[성북구청] 1.14.~1.28. 종암동 뉴봉이랜드 이용자는 증상유무 상관없이 코로나19 검사 받으시기 바랍니다. 특히 남탕 이용자(세신, 이발포함)는 검사필수.",전염병
2021,1,29,15,28,관악구,"[관악구청] 확진자 7명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 금지, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,29,16,10,성동구,"[성동구청] 571~576번 확진자 발생(30~40대 각2명, 60대 1명, 80대 1명) 5인이상 사적모임 자제 부탁드립니다 c19.sd.go.kr",전염병
2021,1,29,16,54,서대문구,"[서대문구청]코로나19. 653~654번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory",전염병
2021,1,29,17,4,송파구,"[송파구청]1.29(금) 17시 현재 코로나19 확진자 3명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,1,29,17,36,도봉구,[도봉구청] 1.29(금) 확진자 1명 추가 발생(739번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,29,17,39,양천구,[양천구청] 확진자 5명(943~947번째) 발생안내. 세부사항은 양천구 블로그 참조. blog.naver.com/yangcheon2016/222224397616,전염병
2021,1,29,17,43,종로구,"[종로구청]관내 537번째(1명) 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2021,1,29,17,45,서초구,"[서초구청] 985번 확진자(1명) 발생. 상세내용 홈페이지(seocho.go.kr)확인. 주말 모임·행사 자제, 마스크 착용, 손씻기 등 방역수칙 준수바랍니다.",전염병
2021,1,29,17,46,은평구,[은평구청]은평 967~969번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu,전염병
2021,1,29,17,54,강서구,[강서구청] 강서구 코로나19 확진자 4명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,29,17,59,노원구,"[노원구청] 오늘(1.29.) 오후 확진자 4명 발생(1027~1030번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,29,18,3,동대문구,"[동대문구청]842~846번 확진자발생 ddm.go.kr 참조하시고 코로나가 의심되면 증상이없어도 신속히 검사받으시고, 주말은 집에서 따뜻하고 안전하게 보내주세요",전염병
2021,1,29,18,4,강남구,"[강남구청] 1151~1156번 확진자 발생(gangnam.go.kr). 강남구보건소 선별진료소는 평일 9~20시, 주말 9~18시 운영합니다",전염병
2021,1,29,18,5,구로구,"[구로구청]코로나19 확진자 5명 발생(794~798번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,29,18,7,강동구,"[강동구청]1. 29.(금) 18시 기준 확진자 4명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,29,18,16,용산구,"[용산구청]코로나 523~525번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,29,18,17,중랑구,[중랑구청] 991~997번 확진자 역학조사 완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조바랍니다.,전염병
2021,1,29,18,36,영등포구,[영등포구청] 코로나 확진자 3명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT,전염병
2021,1,29,18,38,중구,[중구청] 351~355번째(5명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp,전염병
2021,1,29,19,26,중랑구,[중랑구청] 2021. 1.24.(일)~28.(목) 동안 면목7동 소재 반석교회를 방문한 교인 및 접촉자는 선별진료소에서 코로나19 검사를 받으시기 바랍니다.,전염병
2021,1,29,20,13,성동구,"[성동구청] 577~583번 확진자 추가발생(10대~20대4명, 60대~70대3명) 5인이상 사적모임 자제 부탁드립니다 c19.sd.go.kr",전염병
2021,1,30,9,55,도봉구,[도봉구청] 1.30(토) 확진자 6명 발생(740~745번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,30,10,0,노원구,"[노원구청] 오늘(1.30.) 오전 확진자 4명 발생(1031~1034번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,30,10,33,강북구,"[강북구청]확진자1명(617번)발생,동선 홈페이지( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님 건강 지켜드립시다",전염병
2021,1,30,11,2,중랑구,[중랑구청] 1.30(토) 확진자4명(998~1001번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개예정입니다.,전염병
2021,1,30,11,35,성북구,"[성북구청] 1001~1013번(13명) 확진자발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지,블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,30,11,37,강동구,"[강동구청]1. 30.(토) 10시 기준 확진자 3명 발생 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,30,13,34,송파구,"[송파구청]별을품은곱창석촌점(백제고분로40길 10, 1.22~29. 16~21시)방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.",전염병
2021,1,30,13,38,송파구,"[송파구청] 연어식당(오금로36길 67, 1.24~29. 12시~15시30분)방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.",전염병
2021,1,30,15,10,동작구,"[동작구청]997~1,003번째 확진자(7명)발생(완치자883명),홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,30,15,27,마포구,[마포구청] 확진자 2명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고 바랍니다. blog.naver.com/prmapo77,전염병
2021,1,30,15,53,은평구,[은평구청]은평 970~973번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu,전염병
2021,1,30,15,59,성동구,[성동구청] 584번 확진자 발생(50대) 5인이상 사적모임 자제 부탁드립니다. c19.sd.go.kr,전염병
2021,1,30,16,21,서대문구,"[서대문구청]코로나19. 655~656번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory",전염병
2021,1,30,16,32,양천구,[양천구청] 확진자 1명(948번) 발생안내. (완치자 729명) 양천구 블로그 참조. blog.naver.com/yangcheon2016/222225368705,전염병
2021,1,30,16,37,강서구,[강서구청] 강서구 코로나19 확진자 3명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,30,16,55,강남구,[강남구청] 1157~1164번 확진자 발생(gangnam.go.kr). 지금은 접촉을 줄이는 게 가장 확실한 방역입니다. 주말에도 거리두기 지켜주세요,전염병
2021,1,30,17,2,관악구,"[관악구청] 확진자 6명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 금지, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,30,17,40,서초구,"[서초구청] 986~989번 확진자(4명) 발생. 상세내용 홈페이지(seocho.go.kr)확인. 외출·모임·나들이 자제, 올바른 마스크 착용 부탁드립니다.",전염병
2021,1,30,17,46,도봉구,[도봉구청] 1.30(토) 확진자 1명 추가 발생(746번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,30,17,47,중구,[중구청] 356번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다.  www.junggu.seoul.kr/covid.jsp,전염병
2021,1,30,17,48,종로구,"[종로구청]관내 538번째(1명) 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2021,1,30,18,0,노원구,"[노원구청] 오늘(1.30.) 오후 확진자 4명 발생(1035~1038번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,30,18,1,송파구,"[송파구청]1.30(토) 18시 현재 코로나19 확진자 6명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,1,30,18,7,영등포구,[영등포구청] 코로나 확진자 4명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT,전염병
2021,1,30,18,7,용산구,"[용산구청]코로나 526~529번 확진자(4명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,30,18,28,구로구,"[구로구청] 코로나19 확진자 4명 발생(799~802번) 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,30,18,45,동작구,"[동작구청]1,004~1,006번째 확진자(3명)발생(완치자883명),홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,30,19,11,강동구,"[강동구청]1.30.(토) 18시 기준 확진자 7명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,30,19,47,동대문구,[동대문구청] 847~852번 확진자발생 ddm.go.kr 참조하시고 모두의 건강을 위해 밀폐된 장소는 가급적 피해주시고 불필요한 외출과 모임은 취소 부탁드립니다,전염병
2021,1,30,20,20,중랑구,"[중랑구청]1002번 추가확진자 발생. 998~1002번 확진자 역학조사 완료. 세부내용 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다",전염병
2021,1,31,9,44,도봉구,[도봉구청] 1.31(일) 확진자 1명 발생(747번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,31,9,49,강북구,"[강북구청]확진자2명(618~619번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp  )공개예정. 설명절 비대면으로 부모님건강 지켜드립시다",전염병
2021,1,31,10,0,노원구,"[노원구청] 오늘(1.31.) 오전 확진자 3명 발생(1039~1041번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,31,11,0,중랑구,[중랑구청] 1.31.(일) 확진자 2명(1003~1004번) 발생. 역학조사 진행중. 완료 즉시 홈페이지 공개 예정입니다.,전염병
2021,1,31,11,55,동작구,"[동작구청]1007번째 확진자(완치자 883명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,31,12,5,광진구,[광진구청] 1.25.(월)~1.27.(수) 09:00~12:00 중곡4동 매일온천사우나 ‘여성’ 이용자는 가까운 선별진료소에서 코로나19 검사 바랍니다.,전염병
2021,1,31,13,8,강서구,[강서구청] 강서구 코로나19 확진자 2명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,31,13,22,금천구,"[금천구청]398~400번째 확진자 발생, 5인이상 모임금지, 마스크착용, 손씻기, 거리두기 등 방역수칙 준수, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,1,31,13,49,마포구,[마포구청] 확진자 2명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고 바랍니다. blog.naver.com/prmapo77,전염병
2021,1,31,15,12,성북구,"[성북구청] 1014~1019번(6명) 확진자 발생. 거주지 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,31,15,25,양천구,[양천구청] 확진자 2명(949~950번) 발생 안내. 세부사항은 양천구 블로그 참조. blog.naver.com/yangcheon2016/222226426888,전염병
2021,1,31,15,41,관악구,"[관악구청] 확진자 4명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 금지, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,31,16,9,성동구,"[성동구청] 585~586번 확진자 발생(40대, 60대 각 1명) 5인이상 사적모임 자제 부탁드립니다. c19.sd.go.kr",전염병
2021,1,31,16,16,서대문구,"[서대문구청]코로나19. 657번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory",전염병
2021,1,31,17,35,강남구,[강남구청] 1165~1171번 확진자 발생(gangnam.go.kr). 수도권 사회적 거리두기 2.5단계가 2주간 연장됩니다. 5인 이상 모임금지 지켜주세요,전염병
2021,1,31,17,35,송파구,"[송파구청]1.31(일) 17시30분 현재 코로나19 확진자 4명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,1,31,17,38,서초구,"[서초구청]990~995번 확진자(6명) 발생. 5인이상 사적모임 금지, 거리두기 2.5단계 2주 연장. 상세내용 홈페이지(seocho.go.kr) 확인바랍니다.",전염병
2021,1,31,17,49,구로구,"[구로구청]코로나19 확진자 3명 발생(803~805번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,31,17,59,노원구,"[노원구청] 오늘(1.31.) 오후 확진자 5명 발생(1042~1046번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,31,18,0,영등포구,[영등포구청] 코로나 확진자 4명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT,전염병
2021,1,31,18,4,강동구,"[강동구청] 1.31.(일) 18시 기준 확진자 2명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,31,18,30,중구,[중구청] 357번째 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp,전염병
2021,1,31,18,31,용산구,"[용산구청]코로나 530~534번 확진자(5명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,31,18,43,동대문구,"[동대문구청]853~872번 확진자발생, ddm.go.kr 참조하시고, 잠깐의 방심은 집단감염으로 이어질수 있으니 사람간 거리두기 및 철저한 방역수칙 준수바랍니다",전염병
2021,1,31,19,39,중랑구,"[중랑구청]1005번추가확진자 발생. 1003~1005번 확진자 역학조사 완료. 세부내용 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다",전염병
2021,2,1,9,46,강북구,"[강북구청]확진자5명(620~624번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님건강 지켜드립시다",전염병
2021,2,1,10,0,노원구,"[노원구청] 오늘(2.1.) 오전 확진자 2명 발생(1047~1048번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다.",전염병
2021,2,1,10,0,광진구,[광진구청] 타지역(중랑구)확진자 관내 동선 알림.상호 공개된 업소 홈페이지( han.gl/K79LX ) 확인 후 동시간대 이용자는 검사바랍니다.,전염병
2021,2,1,10,9,도봉구,[도봉구청] 2.1(월) 확진자 1명 발생(748번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,2,1,10,13,성북구,"[성북구청] 1020~1023번(4명) 확진자 발생. 거주지 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,2,1,10,59,중랑구,"[중랑구청] 2021.2.1(월)부터 평일 코로나 검사 보건소선별진료소 운영시간이 9시~18시로 변경되어 운영됩니다. (토, 일, 공휴일 9시~18시 운영)",전염병
2021,2,1,11,23,중랑구,[중랑구청] 2.1.(월) 확진자 2명(1006~1007번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.,전염병
2021,2,1,11,29,강동구,"[강동구청]2. 1.(월) 10시 기준 확진자 4명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,2,1,11,39,동작구,"[동작구청]1,008~1,010번째 확진자(3명)발생(완치자886명),홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,2,1,15,36,금천구,"[금천구청]401~402번째 확진자 발생(2명), 거리두기 2.5단계 및 5인이상 모임금지 2월14일까지 유지, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,2,1,16,16,성동구,[성동구청] 587-590번 확진자 발생/ 금일 21시부로 한파주의보가 발효되었으니 동파사고 예방에 유의해 주시기 바랍니다. c19.sd.go.kr,전염병
2021,2,1,16,17,서대문구,"[서대문구청]코로나19. 658~662번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다.blog.naver.com/sdmstory",전염병
2021,2,1,16,27,마포구,[마포구청] 확진자 8명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고 바랍니다. blog.naver.com/prmapo77,전염병
2021,2,1,16,55,강남구,[강남구청] 1172~1178번 확진자 발생(gangnam.go.kr). 거리두기 2.5단계와 ‘5인 이상 사적모임 금지’ 준수 바랍니다,전염병
2021,2,1,16,56,강서구,[강서구청] 강서구 코로나19 확진자 4명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,2,1,17,26,종로구,"[종로구청]관내 539~541번 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2021,2,1,17,31,도봉구,[도봉구청] 2.1(월) 확진자 1명 추가 발생(749번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,2,1,17,33,송파구,"[송파구청]2.1(월) 17시30분 현재 코로나19 확진자 3명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,2,1,17,39,관악구,"[관악구청] 확진자 2명 발생, 세부 내용은 블로그 참고바랍니다.5인 이상 사적모임 금지, 방역수칙 준수바랍니다.blog.naver.com/gwanak_gu",전염병
2021,2,1,17,40,서초구,[서초구청] 996~997번 확진자(2명) 발생. 상세내용 홈페이지(seocho.go.kr)확인. 거주공간이 다른 가족은 ‘5인이상 사적모임 금지’ 준수바랍니다.,전염병
2021,2,1,18,3,용산구,"[용산구청]코로나 535~540번 확진자(6명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,2,1,18,3,강동구,"[강동구청]2. 1.(월) 18시 기준 확진자 2명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,2,1,18,4,구로구,"[구로구청]코로나19 확진자 4명 발생(806~809번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,2,1,18,40,중랑구,"[중랑구청]1008~1010번추가확진자발생.1006~1010번확진자역학조사완료. 세부내용 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다",전염병
2021,2,1,18,42,영등포구,[영등포구청] 코로나 확진자 4명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT,전염병
2021,2,1,19,44,동대문구,[동대문구청]873~886번 확진자발생 ddm.go.kr 참조하시고 거리두기 2.5단계및 5인이상 집합금지가 14일까지 연장되니 빈틈없는 방역수칙준수 당부드립니다,전염병
2021,2,2,10,0,노원구,"[노원구청] 오늘(2.2.) 오전 확진자 2명 발생(1049~1050번). 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다.",전염병
2021,2,2,10,11,도봉구,[도봉구청] 2.2(화) 확진자 6명 발생(750번~755번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,2,2,10,26,강북구,"[강북구청]확진자10명(625~634번)발생,동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님 건강 지켜드립시다",전염병
2021,2,2,10,53,광진구,[광진구청] 2.2일 0시기준 추가확진자 2명발생 및 타지역(성동구)확진자 동선 알림. 상호 공개된 업소 홈페이지( han.gl/K79LX )확인후 검사바랍니다.,전염병
2021,2,2,11,7,강동구,"[강동구청]2. 2.(화) 10시 기준 확진자 8명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,2,2,11,23,성북구,"[성북구청] 1024~1031번(8명) 확진자 발생. 거주지 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,2,2,11,34,중랑구,[중랑구청] 2.2.(화) 확진자 7명(1011~1017번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.,전염병
2021,2,2,13,58,동작구,"[동작구청]1,011~1,017번째 확진자(7명)발생(완치자889명),홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,2,2,15,5,금천구,"[금천구청]403~405번째 확진자 발생(3명), 거리두기 2.5단계 및 5인이상 모임금지 2월14일까지 유지, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,2,2,16,14,성동구,"[성동구청] 591~595번 확진자 발생(10대, 20대, 60대 각 1명, 70대 2명) 5인 이상 사적모임 자제 부탁드립니다. c19.sd.go.kr",전염병
2021,2,2,16,27,마포구,[마포구청] 확진자 4명 발생. 역학조사 진행 중이며 완료 즉시 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/prmapo77,전염병
2021,2,2,17,24,서대문구,"[서대문구청]코로나19. 663~666번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다.blog.naver.com/sdmstory",전염병
2021,2,2,17,30,동작구,"[동작구청] 1,018번째 확진자(1명)발생(완치자 889명),홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
2021,2,2,17,32,송파구,"[송파구청]2.2(화) 17시30분 현재 코로나19 확진자 14명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,2,2,17,34,중구,[중구청] 358~360번째(3명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp,전염병
2021,2,2,17,35,구로구,"[구로구청]코로나19 확진자 5명 발생(810~814번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,2,2,17,35,양천구,[양천구청] 확진자 1명(951번) 발생안내. (완치자 768명) 양천구 블로그 참조. blog.naver.com/yangcheon2016/222229079982,전염병
2021,2,2,17,36,도봉구,[도봉구청] 2.2(화) 확진자 1명 추가 발생(756번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,2,2,17,42,강서구,[강서구청] 강서구 코로나19 확진자 2명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,2,2,17,51,서초구,"[서초구청] 998, 999번 확진자(2명)발생. 상세내용 홈페이지(seocho.go.kr)확인. 모임자제, 마스크 착용, 주기적 환기 등 방역수칙 준수바랍니다.",전염병
2021,2,2,17,53,은평구,"[은평구청]은평974, 975번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu",전염병
2021,2,2,17,55,종로구,"[종로구청]관내 542, 543번 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2021,2,2,18,0,노원구,"[노원구청] 오늘(2.2.) 오후 확진자 3명 발생(1051~1053번). 동선 구 홈페이지 공개, blog.naver.com/goodnowon 참고바랍니다.",전염병
2021,2,2,18,5,강남구,"[강남구청] 1179~1188번 확진자 발생(gangnam.go.kr). 감염병 대응원칙은 ‘조기 발견, 조기 차단’입니다. 이상 증상 있을 시 검사 바랍니다",전염병
2021,2,2,18,7,용산구,"[용산구청]코로나 541~543번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
